Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,car_age,price_per_km,mileage_per_year,engine_size_category,ID
Toyota,Yaris,1.2,Hybrid,2013,31573,18784,13,0.59,31573,Small,25953
Toyota,Prius,1.0,Hybrid,2003,172990,4087,23,0.02,172990,Small,25954
BMW,M5,4.0,Petrol,2000,134052,14725,26,0.11,134052,Large,25955
Porsche,Cayenne,4.0,Petrol,2005,121859,17952,21,0.15,121859,Large,25956
Toyota,Yaris,1.4,Petrol,2019,6959,28866,7,4.15,6959,Small,25957
VW,Passat,1.6,Diesel,2002,88312,8289,24,0.09,88312,Small,25958
VW,Polo,2.0,Petrol,2011,70295,12310,15,0.18,70295,Small,25959
Ford,Mondeo,2.0,Diesel,2006,90860,11248,20,0.12,90860,Small,25960
VW,Polo,1.0,Petrol,2005,113809,4275,21,0.04,113809,Small,25961
Toyota,Prius,1.0,Hybrid,2000,181190,3119,26,0.02,181190,Small,25962
Ford,Mondeo,1.6,Diesel,2020,5012,43411,6,8.66,5012,Small,25963
Ford,Mondeo,2.0,Diesel,2005,83058,11117,21,0.13,83058,Small,25964
Toyota,RAV4,2.0,Hybrid,2013,23070,38888,13,1.69,23070,Small,25965
Toyota,Yaris,1.4,Hybrid,2021,13758,38190,5,2.78,13758,Small,25966
VW,Golf,1.2,Hybrid,1998,132287,3625,28,0.03,132287,Small,25967
VW,Polo,1.4,Petrol,2012,79993,10307,14,0.13,79993,Small,25968
Toyota,Yaris,1.4,Hybrid,2000,125184,4497,26,0.04,125184,Small,25969
VW,Polo,1.2,Petrol,2001,80313,4573,25,0.06,80313,Small,25970
Porsche,718 Cayman,2.0,Petrol,2003,129276,8856,23,0.07,129276,Small,25971
VW,Polo,1.2,Petrol,2001,128867,3194,25,0.02,128867,Small,25972
Toyota,Yaris,1.2,Hybrid,2003,94346,6408,23,0.07,94346,Small,25973
Ford,Fiesta,1.0,Petrol,2011,68263,8597,15,0.13,68263,Small,25974
VW,Golf,1.6,Diesel,2013,40927,18892,13,0.46,40927,Small,25975
VW,Passat,1.4,Diesel,1985,271101,531,41,0.0,271101,Small,25976
BMW,M5,4.0,Petrol,2006,103431,27774,20,0.27,103431,Large,25977
Toyota,Yaris,1.0,Hybrid,1995,165913,1958,31,0.01,165913,Small,25978
Toyota,Prius,1.4,Hybrid,2005,104270,9563,21,0.09,104270,Small,25979
Porsche,718 Cayman,2.0,Petrol,2006,107197,12808,20,0.12,107197,Small,25980
Toyota,Yaris,1.0,Petrol,1994,234918,831,32,0.0,234918,Small,25981
Toyota,Prius,1.0,Hybrid,1999,217638,2118,27,0.01,217638,Small,25982
Ford,Fiesta,1.0,Petrol,1991,75028,2165,35,0.03,75028,Small,25983
Porsche,Cayenne,3.0,Petrol,1995,112408,8579,31,0.08,112408,Medium,25984
VW,Polo,1.4,Petrol,1997,122529,2776,29,0.02,122529,Small,25985
Ford,Focus,1.0,Diesel,1998,214224,1722,28,0.01,214224,Small,25986
VW,Passat,1.8,Petrol,2021,13764,47305,5,3.44,13764,Small,25987
Toyota,Yaris,1.2,Hybrid,2011,84509,11713,15,0.14,84509,Small,25988
BMW,M5,4.4,Petrol,2006,54116,40867,20,0.76,54116,Large,25989
BMW,M5,5.0,Petrol,2020,14344,139775,6,9.74,14344,Large,25990
BMW,X3,2.0,Diesel,1996,180918,3308,30,0.02,180918,Small,25991
Toyota,Yaris,1.4,Petrol,2006,102800,6624,20,0.06,102800,Small,25992
VW,Golf,1.2,Petrol,2016,53464,17618,10,0.33,53464,Small,25993
Toyota,RAV4,2.2,Petrol,2017,41134,39965,9,0.97,41134,Medium,25994
Toyota,Yaris,1.4,Petrol,2013,74127,12939,13,0.17,74127,Small,25995
Ford,Fiesta,1.0,Petrol,2006,96839,5050,20,0.05,96839,Small,25996
VW,Golf,1.8,Diesel,2000,196964,2584,26,0.01,196964,Small,25997
Ford,Fiesta,1.2,Petrol,2016,49200,14856,10,0.3,49200,Small,25998
Toyota,Prius,1.0,Hybrid,2015,35778,24854,11,0.69,35778,Small,25999
VW,Passat,1.4,Diesel,2008,104011,10326,18,0.1,104011,Small,26000
VW,Polo,1.6,Petrol,2012,74836,11415,14,0.15,74836,Small,26001
Toyota,Prius,1.8,Hybrid,2008,153601,9000,18,0.06,153601,Small,26002
BMW,M5,4.4,Petrol,2014,41757,75187,12,1.8,41757,Large,26003
Ford,Focus,2.0,Petrol,1994,213450,1788,32,0.01,213450,Small,26004
Toyota,Prius,1.4,Hybrid,1996,93047,5695,30,0.06,93047,Small,26005
VW,Passat,2.0,Diesel,1991,194587,1902,35,0.01,194587,Small,26006
Ford,Focus,2.0,Petrol,1998,98698,5994,28,0.06,98698,Small,26007
Ford,Fiesta,1.0,Diesel,2005,115020,4334,21,0.04,115020,Small,26008
VW,Polo,1.6,Petrol,1999,141654,2916,27,0.02,141654,Small,26009
VW,Passat,1.4,Diesel,1992,308520,595,34,0.0,308520,Small,26010
Ford,Fiesta,1.2,Diesel,2009,70500,8526,17,0.12,70500,Small,26011
Toyota,RAV4,2.4,Hybrid,2008,38539,27920,18,0.72,38539,Medium,26012
Porsche,718 Cayman,2.4,Petrol,2009,36273,27572,17,0.76,36273,Medium,26013
VW,Passat,2.0,Diesel,1985,405549,173,41,0.0,405549,Small,26014
Ford,Fiesta,1.4,Petrol,2015,71782,12972,11,0.18,71782,Small,26015
Ford,Fiesta,1.0,Diesel,1990,217018,679,36,0.0,217018,Small,26016
Ford,Fiesta,1.0,Petrol,1995,189057,1156,31,0.01,189057,Small,26017
Ford,Mondeo,1.6,Diesel,2003,14908,13269,23,0.89,14908,Small,26018
Ford,Focus,1.8,Petrol,2021,8843,46378,5,5.24,8843,Small,26019
BMW,M5,5.0,Petrol,1998,201598,8164,28,0.04,201598,Large,26020
Ford,Focus,1.0,Petrol,2018,38995,23909,8,0.61,38995,Small,26021
Toyota,Prius,1.4,Hybrid,1987,219832,1104,39,0.01,219832,Small,26022
Ford,Focus,1.0,Petrol,2019,39502,25480,7,0.65,39502,Small,26023
Ford,Focus,1.6,Diesel,2005,119558,7679,21,0.06,119558,Small,26024
Ford,Focus,1.0,Petrol,2011,54836,13601,15,0.25,54836,Small,26025
Ford,Fiesta,1.0,Petrol,1991,93499,1903,35,0.02,93499,Small,26026
Ford,Fiesta,1.2,Hybrid,1995,135802,2370,31,0.02,135802,Small,26027
Ford,Focus,1.6,Petrol,2012,46146,19414,14,0.42,46146,Small,26028
Ford,Focus,1.0,Diesel,1986,311482,313,40,0.0,311482,Small,26029
VW,Polo,1.4,Diesel,1985,202254,674,41,0.0,202254,Small,26030
Toyota,RAV4,2.4,Petrol,1995,172686,3647,31,0.02,172686,Medium,26031
VW,Polo,1.6,Petrol,1998,198307,1691,28,0.01,198307,Small,26032
VW,Golf,1.6,Petrol,1996,89119,4222,30,0.05,89119,Small,26033
Ford,Focus,2.0,Petrol,1994,224937,1613,32,0.01,224937,Small,26034
Toyota,Prius,1.0,Hybrid,2016,53998,23772,10,0.44,53998,Small,26035
Ford,Focus,1.0,Petrol,2020,25403,29559,6,1.16,25403,Small,26036
Toyota,Yaris,1.4,Hybrid,2001,98279,5887,25,0.06,98279,Small,26037
VW,Golf,2.0,Hybrid,2012,65866,19298,14,0.29,65866,Small,26038
VW,Passat,1.8,Diesel,2005,164599,5934,21,0.04,164599,Small,26039
Ford,Focus,1.6,Hybrid,2009,89344,14326,17,0.16,89344,Small,26040
BMW,X3,2.4,Diesel,2016,30783,41389,10,1.34,30783,Medium,26041
VW,Passat,2.0,Diesel,2008,62918,16433,18,0.26,62918,Small,26042
VW,Passat,2.0,Petrol,2016,59862,27213,10,0.45,59862,Small,26043
VW,Golf,1.2,Petrol,1994,182408,1528,32,0.01,182408,Small,26044
Ford,Fiesta,1.2,Petrol,2017,38485,16949,9,0.44,38485,Small,26045
VW,Polo,1.4,Petrol,1997,187693,1623,29,0.01,187693,Small,26046
VW,Polo,1.4,Petrol,2001,157862,2730,25,0.02,157862,Small,26047
Toyota,RAV4,2.4,Petrol,1991,221342,1823,35,0.01,221342,Medium,26048
VW,Polo,1.0,Petrol,1991,230385,629,35,0.0,230385,Small,26049
Ford,Fiesta,1.4,Petrol,1989,208483,773,37,0.0,208483,Small,26050
VW,Golf,2.0,Diesel,2017,42780,27271,9,0.64,42780,Small,26051
Toyota,RAV4,2.2,Hybrid,2011,72643,26291,15,0.36,72643,Medium,26052
Ford,Mondeo,2.0,Diesel,2007,98568,11373,19,0.12,98568,Small,26053
Toyota,RAV4,2.4,Hybrid,2018,32146,56462,8,1.76,32146,Medium,26054
Toyota,RAV4,1.8,Petrol,2020,10906,52369,6,4.8,10906,Small,26055
Toyota,RAV4,2.0,Hybrid,2011,26124,33455,15,1.28,26124,Small,26056
Porsche,718 Cayman,2.0,Petrol,1994,215105,2352,32,0.01,215105,Small,26057
VW,Passat,1.4,Diesel,2015,42381,24947,11,0.59,42381,Small,26058
Porsche,911,2.6,Petrol,2021,15313,126797,5,8.28,15313,Medium,26059
VW,Polo,1.6,Petrol,1996,48720,4654,30,0.1,48720,Small,26060
Porsche,Cayenne,3.0,Petrol,1990,223829,2415,36,0.01,223829,Medium,26061
Ford,Mondeo,1.8,Diesel,2008,112704,10385,18,0.09,112704,Small,26062
Ford,Mondeo,1.8,Diesel,2008,59348,15102,18,0.25,59348,Small,26063
VW,Golf,1.2,Petrol,1997,164580,2172,29,0.01,164580,Small,26064
Toyota,Yaris,1.2,Petrol,1989,229125,688,37,0.0,229125,Small,26065
BMW,Z4,2.0,Petrol,1992,160562,2730,34,0.02,160562,Small,26066
Ford,Mondeo,1.6,Diesel,1998,72829,6688,28,0.09,72829,Small,26067
Ford,Mondeo,1.4,Diesel,2012,51391,18290,14,0.36,51391,Small,26068
VW,Passat,2.0,Petrol,1992,196966,1896,34,0.01,196966,Small,26069
VW,Polo,1.0,Diesel,2017,69008,13752,9,0.2,69008,Small,26070
BMW,M5,5.0,Petrol,2014,51254,75609,12,1.48,51254,Large,26071
Ford,Focus,1.8,Diesel,2018,19201,37720,8,1.96,19201,Small,26072
VW,Golf,1.6,Petrol,2017,56206,21371,9,0.38,56206,Small,26073
Toyota,Yaris,1.4,Petrol,2018,34651,23178,8,0.67,34651,Small,26074
Ford,Fiesta,1.2,Petrol,2002,100522,4125,24,0.04,100522,Small,26075
VW,Polo,2.0,Petrol,2020,11275,31960,6,2.83,11275,Small,26076
Toyota,Yaris,1.4,Hybrid,2005,187469,3753,21,0.02,187469,Small,26077
Ford,Mondeo,1.4,Petrol,2011,115869,10401,15,0.09,115869,Small,26078
Ford,Focus,1.0,Diesel,2007,89940,8636,19,0.1,89940,Small,26079
BMW,X3,2.4,Diesel,1984,274990,695,42,0.0,274990,Medium,26080
VW,Polo,1.6,Petrol,2006,99377,6436,20,0.06,99377,Small,26081
VW,Golf,1.4,Diesel,2001,146032,3749,25,0.03,146032,Small,26082
VW,Polo,1.2,Petrol,1991,232645,675,35,0.0,232645,Small,26083
VW,Passat,2.0,Petrol,2015,50931,26944,11,0.53,50931,Small,26084
Ford,Focus,2.0,Diesel,2008,107596,11480,18,0.11,107596,Small,26085
VW,Passat,2.0,Diesel,2019,22351,43727,7,1.96,22351,Small,26086
Ford,Focus,1.8,Petrol,2005,118544,7817,21,0.07,118544,Small,26087
BMW,M5,5.0,Petrol,1986,263455,2089,40,0.01,263455,Large,26088
VW,Golf,2.0,Petrol,1994,94919,3963,32,0.04,94919,Small,26089
BMW,X3,3.0,Diesel,2016,63291,37886,10,0.6,63291,Medium,26090
Ford,Fiesta,1.4,Petrol,1991,204944,911,35,0.0,204944,Small,26091
Ford,Fiesta,1.4,Diesel,2016,28783,19030,10,0.66,28783,Small,26092
Ford,Focus,1.8,Petrol,1998,169227,3256,28,0.02,169227,Small,26093
Ford,Mondeo,2.0,Hybrid,1989,152449,2575,37,0.02,152449,Small,26094
Ford,Fiesta,1.2,Diesel,1998,136029,2528,28,0.02,136029,Small,26095
VW,Passat,1.4,Petrol,1988,161992,1640,38,0.01,161992,Small,26096
Ford,Mondeo,2.0,Diesel,2010,66444,17367,16,0.26,66444,Small,26097
VW,Golf,2.0,Petrol,2002,142646,4688,24,0.03,142646,Small,26098
VW,Passat,1.6,Diesel,1993,395095,293,33,0.0,395095,Small,26099
VW,Polo,2.0,Petrol,1999,211008,1805,27,0.01,211008,Small,26100
VW,Polo,1.0,Petrol,1992,299639,352,34,0.0,299639,Small,26101
VW,Passat,1.6,Diesel,1994,165766,2661,32,0.02,165766,Small,26102
VW,Passat,1.8,Diesel,2013,47147,24046,13,0.51,47147,Small,26103
Ford,Mondeo,1.8,Diesel,2013,39585,23829,13,0.6,39585,Small,26104
Ford,Fiesta,1.0,Petrol,2015,66162,11381,11,0.17,66162,Small,26105
VW,Passat,1.4,Petrol,2014,53997,20686,12,0.38,53997,Small,26106
BMW,M5,4.0,Petrol,2021,13274,134404,5,10.13,13274,Large,26107
Ford,Focus,1.4,Petrol,2010,90508,11839,16,0.13,90508,Small,26108
BMW,X3,2.0,Petrol,2010,59086,20294,16,0.34,59086,Small,26109
VW,Golf,1.2,Petrol,1999,111775,3783,27,0.03,111775,Small,26110
Ford,Mondeo,1.8,Diesel,1989,277431,702,37,0.0,277431,Small,26111
VW,Golf,1.2,Petrol,2012,47410,14013,14,0.3,47410,Small,26112
Toyota,Prius,1.4,Hybrid,2020,23346,44075,6,1.89,23346,Small,26113
VW,Passat,2.0,Petrol,1986,266532,675,40,0.0,266532,Small,26114
Toyota,RAV4,2.2,Hybrid,2000,100625,10370,26,0.1,100625,Medium,26115
Ford,Focus,1.0,Petrol,2006,117104,6297,20,0.05,117104,Small,26116
Toyota,Yaris,1.4,Petrol,2012,50043,14157,14,0.28,50043,Small,26117
Toyota,RAV4,2.4,Hybrid,2000,98812,10976,26,0.11,98812,Medium,26118
VW,Polo,1.0,Petrol,2010,79073,7672,16,0.1,79073,Small,26119
Ford,Mondeo,1.6,Diesel,2021,19607,42945,5,2.19,19607,Small,26120
Ford,Fiesta,1.0,Petrol,2001,190600,1701,25,0.01,190600,Small,26121
Ford,Mondeo,2.0,Diesel,1996,115942,4799,30,0.04,115942,Small,26122
Ford,Mondeo,1.8,Diesel,2012,63150,19237,14,0.3,63150,Small,26123
Toyota,RAV4,2.0,Hybrid,1999,125382,7672,27,0.06,125382,Small,26124
Ford,Mondeo,1.4,Diesel,2018,27222,31520,8,1.16,27222,Small,26125
Toyota,Yaris,1.4,Hybrid,2006,109810,7545,20,0.07,109810,Small,26126
Ford,Fiesta,1.2,Petrol,1992,308781,344,34,0.0,308781,Small,26127
Toyota,Yaris,1.4,Petrol,2008,115878,6862,18,0.06,115878,Small,26128
VW,Golf,1.6,Petrol,2004,129685,5312,22,0.04,129685,Small,26129
BMW,Z4,3.0,Petrol,2014,51184,32494,12,0.63,51184,Medium,26130
Ford,Focus,1.8,Petrol,2015,69602,21642,11,0.31,69602,Small,26131
Ford,Focus,1.4,Diesel,2011,102205,12209,15,0.12,102205,Small,26132
Toyota,Yaris,1.0,Petrol,1985,242796,424,41,0.0,242796,Small,26133
VW,Golf,1.2,Petrol,2001,146756,3286,25,0.02,146756,Small,26134
Toyota,Yaris,1.4,Hybrid,2008,58841,12307,18,0.21,58841,Small,26135
Ford,Mondeo,2.0,Hybrid,2017,24562,40888,9,1.66,24562,Small,26136
Ford,Fiesta,1.0,Diesel,1996,217728,1007,30,0.0,217728,Small,26137
VW,Polo,1.0,Petrol,2011,67942,8842,15,0.13,67942,Small,26138
Toyota,RAV4,2.4,Hybrid,2006,74011,19495,20,0.26,74011,Medium,26139
Ford,Focus,1.6,Petrol,2015,57471,22088,11,0.38,57471,Small,26140
VW,Passat,1.6,Diesel,2009,98288,12306,17,0.13,98288,Small,26141
VW,Golf,1.6,Diesel,2014,23846,22299,12,0.94,23846,Small,26142
Ford,Fiesta,1.0,Petrol,2007,79804,6089,19,0.08,79804,Small,26143
Toyota,Yaris,1.2,Hybrid,1998,95773,4544,28,0.05,95773,Small,26144
BMW,M5,4.4,Petrol,1996,227638,5309,30,0.02,227638,Large,26145
Toyota,RAV4,2.2,Hybrid,2002,82795,13459,24,0.16,82795,Medium,26146
VW,Polo,1.4,Petrol,1987,267909,403,39,0.0,267909,Small,26147
Toyota,Prius,1.0,Hybrid,2004,12799,13578,22,1.06,12799,Small,26148
Toyota,Yaris,1.0,Petrol,2007,68252,7625,19,0.11,68252,Small,26149
VW,Passat,1.6,Petrol,2001,157755,4320,25,0.03,157755,Small,26150
Ford,Focus,2.0,Diesel,1987,199129,1337,39,0.01,199129,Small,26151
Ford,Mondeo,1.8,Diesel,1994,147673,3102,32,0.02,147673,Small,26152
VW,Golf,1.6,Petrol,2014,49511,18250,12,0.37,49511,Small,26153
Toyota,Yaris,1.0,Hybrid,2011,84166,10718,15,0.13,84166,Small,26154
VW,Passat,1.8,Petrol,2001,138816,5347,25,0.04,138816,Small,26155
Porsche,Cayenne,4.0,Diesel,2007,105935,24300,19,0.23,105935,Large,26156
BMW,X3,2.0,Petrol,1997,133734,4976,29,0.04,133734,Small,26157
Ford,Mondeo,1.8,Diesel,2006,10391,17607,20,1.69,10391,Small,26158
BMW,Z4,2.0,Petrol,2006,65735,14176,20,0.22,65735,Small,26159
Toyota,RAV4,2.2,Hybrid,2022,6087,81405,4,13.37,6087,Medium,26160
Toyota,Yaris,1.0,Petrol,2009,99533,7003,17,0.07,99533,Small,26161
VW,Golf,2.0,Petrol,2007,62438,11785,19,0.19,62438,Small,26162
Ford,Mondeo,1.4,Diesel,1995,23225,6957,31,0.3,23225,Small,26163
Ford,Fiesta,1.0,Petrol,2003,94545,4204,23,0.04,94545,Small,26164
VW,Passat,1.8,Petrol,1998,47053,8430,28,0.18,47053,Small,26165
VW,Passat,1.6,Diesel,1989,215245,1240,37,0.01,215245,Small,26166
Toyota,Yaris,1.0,Petrol,1997,156289,2020,29,0.01,156289,Small,26167
Toyota,Prius,1.4,Hybrid,2017,42840,32215,9,0.75,42840,Small,26168
Toyota,Yaris,1.2,Hybrid,1987,245507,622,39,0.0,245507,Small,26169
VW,Polo,1.6,Petrol,1995,21018,5122,31,0.24,21018,Small,26170
Ford,Focus,1.8,Diesel,2014,50046,24117,12,0.48,50046,Small,26171
VW,Polo,1.0,Petrol,2007,75185,6450,19,0.09,75185,Small,26172
Ford,Mondeo,2.0,Diesel,1988,192726,1498,38,0.01,192726,Small,26173
Toyota,RAV4,2.0,Hybrid,2010,108285,18198,16,0.17,108285,Small,26174
Ford,Mondeo,1.8,Diesel,2001,147850,4941,25,0.03,147850,Small,26175
VW,Passat,1.8,Diesel,2005,134674,7577,21,0.06,134674,Small,26176
Ford,Focus,1.6,Hybrid,2018,27799,38738,8,1.39,27799,Small,26177
Ford,Mondeo,2.0,Diesel,1997,125517,4766,29,0.04,125517,Small,26178
BMW,M5,5.0,Petrol,2016,47004,88701,10,1.89,47004,Large,26179
Ford,Mondeo,1.6,Hybrid,1989,194723,1608,37,0.01,194723,Small,26180
BMW,X3,2.0,Petrol,2000,146062,5506,26,0.04,146062,Small,26181
BMW,Z4,3.0,Petrol,2013,94691,22672,13,0.24,94691,Medium,26182
Toyota,Prius,1.0,Hybrid,2020,11143,39802,6,3.57,11143,Small,26183
VW,Polo,1.0,Petrol,2006,42757,7434,20,0.17,42757,Small,26184
Porsche,718 Cayman,4.0,Petrol,1992,239005,2344,34,0.01,239005,Large,26185
Ford,Fiesta,1.0,Petrol,2010,121182,5495,16,0.05,121182,Small,26186
Porsche,718 Cayman,2.0,Petrol,2015,39788,36773,11,0.92,39788,Small,26187
Ford,Focus,1.0,Petrol,1995,166577,2032,31,0.01,166577,Small,26188
BMW,X3,2.0,Petrol,2011,79851,18888,15,0.24,79851,Small,26189
Ford,Mondeo,1.8,Diesel,2015,20154,30441,11,1.51,20154,Small,26190
Ford,Focus,2.0,Petrol,2013,79297,18695,13,0.24,79297,Small,26191
VW,Polo,2.0,Petrol,2011,72280,12147,15,0.17,72280,Small,26192
BMW,X3,3.0,Diesel,2014,41508,38017,12,0.92,41508,Medium,26193
Toyota,Yaris,1.4,Petrol,2008,103618,7523,18,0.07,103618,Small,26194
Toyota,Prius,1.4,Hybrid,1999,36506,10077,27,0.28,36506,Small,26195
Ford,Fiesta,1.0,Petrol,2005,144686,3270,21,0.02,144686,Small,26196
Ford,Focus,1.8,Petrol,1991,268332,840,35,0.0,268332,Small,26197
Ford,Mondeo,1.4,Diesel,1993,198499,1663,33,0.01,198499,Small,26198
Ford,Mondeo,1.4,Diesel,2005,117057,7255,21,0.06,117057,Small,26199
Ford,Fiesta,1.4,Petrol,2000,73100,4730,26,0.06,73100,Small,26200
Ford,Focus,1.0,Diesel,1992,240947,905,34,0.0,240947,Small,26201
Ford,Mondeo,1.6,Diesel,2007,73124,12163,19,0.17,73124,Small,26202
Toyota,RAV4,2.0,Hybrid,1993,133242,4835,33,0.04,133242,Small,26203
VW,Passat,2.0,Diesel,2019,8295,47163,7,5.69,8295,Small,26204
Porsche,Cayenne,3.0,Petrol,1990,304012,1144,36,0.0,304012,Medium,26205
Toyota,Prius,1.8,Hybrid,2002,135340,6993,24,0.05,135340,Small,26206
VW,Golf,1.4,Diesel,1993,118555,2732,33,0.02,118555,Small,26207
Toyota,RAV4,2.2,Hybrid,2015,54020,38765,11,0.72,54020,Medium,26208
Toyota,RAV4,2.0,Hybrid,1997,160238,5069,29,0.03,160238,Small,26209
VW,Polo,2.0,Petrol,2017,46229,21430,9,0.46,46229,Small,26210
Toyota,RAV4,2.0,Petrol,2016,58642,31969,10,0.55,58642,Small,26211
Porsche,Cayenne,4.0,Petrol,2001,129237,12983,25,0.1,129237,Large,26212
Toyota,Prius,1.4,Hybrid,2002,158782,5097,24,0.03,158782,Small,26213
VW,Golf,1.6,Petrol,1998,119499,3854,28,0.03,119499,Small,26214
Ford,Fiesta,1.0,Petrol,1987,129537,1111,39,0.01,129537,Small,26215
VW,Passat,1.4,Diesel,2008,124461,8843,18,0.07,124461,Small,26216
Toyota,Yaris,1.0,Petrol,2018,33457,19726,8,0.59,33457,Small,26217
Ford,Mondeo,1.8,Diesel,2002,153207,5055,24,0.03,153207,Small,26218
Toyota,Prius,1.8,Hybrid,2004,102700,10262,22,0.1,102700,Small,26219
BMW,X3,2.4,Diesel,1993,143942,4040,33,0.03,143942,Medium,26220
Ford,Mondeo,1.8,Petrol,1988,169162,1657,38,0.01,169162,Small,26221
Ford,Mondeo,1.8,Diesel,2022,2537,53279,4,21.0,2537,Small,26222
Ford,Mondeo,2.0,Diesel,1988,239609,984,38,0.0,239609,Small,26223
Toyota,Prius,1.4,Hybrid,2012,51325,21909,14,0.43,51325,Small,26224
BMW,M5,5.0,Petrol,1994,227620,4954,32,0.02,227620,Large,26225
Ford,Mondeo,1.4,Hybrid,2000,117954,5900,26,0.05,117954,Small,26226
Ford,Fiesta,1.2,Petrol,2006,42950,7925,20,0.18,42950,Small,26227
VW,Golf,1.2,Petrol,2013,56084,14187,13,0.25,56084,Small,26228
Ford,Focus,2.0,Diesel,2001,11030,13376,25,1.21,11030,Small,26229
BMW,Z4,2.2,Petrol,1990,146172,2821,36,0.02,146172,Medium,26230
Toyota,Yaris,1.2,Petrol,2010,47935,11621,16,0.24,47935,Small,26231
Toyota,RAV4,2.4,Hybrid,1999,191831,4846,27,0.03,191831,Medium,26232
Ford,Mondeo,2.0,Diesel,2002,118942,6998,24,0.06,118942,Small,26233
Ford,Focus,1.6,Diesel,2014,55288,22000,12,0.4,55288,Small,26234
Ford,Mondeo,1.4,Diesel,1995,117348,3716,31,0.03,117348,Small,26235
Ford,Fiesta,1.2,Petrol,2014,63762,11849,12,0.19,63762,Small,26236
VW,Passat,1.6,Diesel,2002,137626,5713,24,0.04,137626,Small,26237
Ford,Mondeo,1.4,Diesel,2009,65445,13683,17,0.21,65445,Small,26238
Ford,Focus,1.8,Diesel,2011,91394,14972,15,0.16,91394,Small,26239
Toyota,Prius,1.8,Hybrid,2017,43511,36381,9,0.84,43511,Small,26240
Ford,Mondeo,2.0,Hybrid,2008,47017,19662,18,0.42,47017,Small,26241
Ford,Mondeo,2.0,Diesel,2016,27520,32915,10,1.2,27520,Small,26242
Ford,Mondeo,1.6,Diesel,1995,133955,3491,31,0.03,133955,Small,26243
Toyota,Yaris,1.4,Hybrid,2018,25532,29310,8,1.15,25532,Small,26244
Toyota,RAV4,2.4,Hybrid,2020,16312,70501,6,4.32,16312,Medium,26245
Ford,Mondeo,2.0,Diesel,2000,113160,6400,26,0.06,113160,Small,26246
Porsche,718 Cayman,4.0,Petrol,1999,124571,9952,27,0.08,124571,Large,26247
VW,Passat,2.0,Diesel,2021,13400,52459,5,3.91,13400,Small,26248
Ford,Focus,2.0,Hybrid,2013,36156,29567,13,0.82,36156,Small,26249
Ford,Fiesta,1.4,Diesel,2007,29567,10397,19,0.35,29567,Small,26250
Toyota,RAV4,1.8,Hybrid,2017,16621,49904,9,3.0,16621,Small,26251
Toyota,Prius,1.8,Hybrid,1993,144972,3552,33,0.02,144972,Small,26252
Toyota,RAV4,2.0,Petrol,2002,72324,11489,24,0.16,72324,Small,26253
Ford,Focus,1.6,Petrol,2004,41318,11728,22,0.28,41318,Small,26254
Ford,Focus,1.0,Petrol,2000,86664,5278,26,0.06,86664,Small,26255
Toyota,RAV4,2.4,Hybrid,1994,103687,7099,32,0.07,103687,Medium,26256
Ford,Mondeo,1.4,Petrol,1996,202098,1874,30,0.01,202098,Small,26257
Toyota,RAV4,2.4,Hybrid,1986,65316,5445,40,0.08,65316,Medium,26258
Toyota,Prius,1.8,Hybrid,1999,229480,2553,27,0.01,229480,Small,26259
Toyota,RAV4,2.0,Hybrid,2014,50479,35354,12,0.7,50479,Small,26260
Ford,Focus,1.4,Petrol,1998,148727,3404,28,0.02,148727,Small,26261
Ford,Fiesta,1.4,Petrol,1990,109616,1871,36,0.02,109616,Small,26262
VW,Passat,1.6,Diesel,1999,238481,1956,27,0.01,238481,Small,26263
Toyota,RAV4,2.0,Hybrid,2008,110179,15702,18,0.14,110179,Small,26264
VW,Golf,2.0,Petrol,1993,158304,2263,33,0.01,158304,Small,26265
Ford,Focus,2.0,Hybrid,2008,56105,18746,18,0.33,56105,Small,26266
Ford,Focus,1.6,Diesel,2019,22967,37232,7,1.62,22967,Small,26267
Toyota,RAV4,2.0,Hybrid,1998,170555,4969,28,0.03,170555,Small,26268
VW,Golf,2.0,Petrol,1995,49840,5737,31,0.12,49840,Small,26269
VW,Polo,1.6,Petrol,2007,113430,6197,19,0.05,113430,Small,26270
VW,Passat,1.4,Diesel,2015,57262,22741,11,0.4,57262,Small,26271
Toyota,Yaris,1.2,Petrol,1988,135193,1441,38,0.01,135193,Small,26272
Porsche,911,2.2,Petrol,2016,32823,75770,10,2.31,32823,Medium,26273
Ford,Focus,1.6,Petrol,2014,44977,22342,12,0.5,44977,Small,26274
VW,Golf,1.6,Petrol,2021,15477,35458,5,2.29,15477,Small,26275
Toyota,Yaris,1.0,Petrol,2008,115471,5818,18,0.05,115471,Small,26276
Porsche,718 Cayman,4.0,Petrol,2018,42170,62616,8,1.48,42170,Large,26277
Porsche,Cayenne,3.0,Diesel,2013,80080,37787,13,0.47,80080,Medium,26278
Toyota,Yaris,1.0,Hybrid,1999,161695,2648,27,0.02,161695,Small,26279
Ford,Focus,1.4,Diesel,2014,49133,21390,12,0.44,49133,Small,26280
Toyota,Yaris,1.4,Hybrid,2001,103225,5678,25,0.06,103225,Small,26281
Toyota,RAV4,2.0,Petrol,1992,120969,4148,34,0.03,120969,Small,26282
BMW,M5,5.0,Petrol,2004,99071,28059,22,0.28,99071,Large,26283
Toyota,RAV4,2.2,Hybrid,1996,147348,5530,30,0.04,147348,Medium,26284
